Entity,Code,Date,Daily confirmed cases (cases)
Cote d'Ivoire,CIV,"Apr 24, 2020",52
Cote d'Ivoire,CIV,"Apr 25, 2020",73
Cote d'Ivoire,CIV,"Apr 26, 2020",34
Cote d'Ivoire,CIV,"Apr 27, 2020",39
Cote d'Ivoire,CIV,"Apr 28, 2020",14
Croatia,HRV,"Feb 26, 2020",1
Croatia,HRV,"Feb 27, 2020",1
Croatia,HRV,"Feb 28, 2020",1
Croatia,HRV,"Feb 29, 2020",2
Croatia,HRV,"Mar 2, 2020",2
Croatia,HRV,"Mar 3, 2020",1
Croatia,HRV,"Mar 4, 2020",1
Croatia,HRV,"Mar 6, 2020",1
Croatia,HRV,"Mar 7, 2020",1
Croatia,HRV,"Mar 8, 2020",1
Croatia,HRV,"Mar 11, 2020",1
Croatia,HRV,"Mar 12, 2020",3
Croatia,HRV,"Mar 13, 2020",9
Croatia,HRV,"Mar 14, 2020",6
Croatia,HRV,"Mar 15, 2020",6
Croatia,HRV,"Mar 16, 2020",11
Croatia,HRV,"Mar 17, 2020",8
Croatia,HRV,"Mar 18, 2020",13
Croatia,HRV,"Mar 19, 2020",12
Croatia,HRV,"Mar 20, 2020",23
Croatia,HRV,"Mar 21, 2020",22
Croatia,HRV,"Mar 22, 2020",80
Croatia,HRV,"Mar 23, 2020",29
Croatia,HRV,"Mar 24, 2020",71
Croatia,HRV,"Mar 25, 2020",76
Croatia,HRV,"Mar 26, 2020",36
Croatia,HRV,"Mar 27, 2020",77
Croatia,HRV,"Mar 28, 2020",91
Croatia,HRV,"Mar 29, 2020",71
Croatia,HRV,"Mar 30, 2020",56
Croatia,HRV,"Mar 31, 2020",77
Croatia,HRV,"Apr 1, 2020",77
Croatia,HRV,"Apr 2, 2020",96
Croatia,HRV,"Apr 3, 2020",48
Croatia,HRV,"Apr 4, 2020",68
Croatia,HRV,"Apr 5, 2020",47
Croatia,HRV,"Apr 6, 2020",56
Croatia,HRV,"Apr 7, 2020",40
Croatia,HRV,"Apr 8, 2020",60
Croatia,HRV,"Apr 9, 2020",61
Croatia,HRV,"Apr 10, 2020",64
Croatia,HRV,"Apr 11, 2020",88
Croatia,HRV,"Apr 12, 2020",39
Croatia,HRV,"Apr 13, 2020",66
Croatia,HRV,"Apr 14, 2020",50
Croatia,HRV,"Apr 15, 2020",54
Croatia,HRV,"Apr 16, 2020",37
Croatia,HRV,"Apr 17, 2020",50
Croatia,HRV,"Apr 18, 2020",23
Croatia,HRV,"Apr 19, 2020",18
Croatia,HRV,"Apr 20, 2020",39
Croatia,HRV,"Apr 21, 2020",10
Croatia,HRV,"Apr 22, 2020",27
Croatia,HRV,"Apr 23, 2020",42
Croatia,HRV,"Apr 24, 2020",31
Croatia,HRV,"Apr 25, 2020",28
Croatia,HRV,"Apr 26, 2020",7
Croatia,HRV,"Apr 27, 2020",14
Croatia,HRV,"Apr 28, 2020",9
Cuba,CUB,"Mar 12, 2020",3
Cuba,CUB,"Mar 14, 2020",1
Cuba,CUB,"Mar 18, 2020",3
Cuba,CUB,"Mar 19, 2020",4
Cuba,CUB,"Mar 20, 2020",5
Cuba,CUB,"Mar 21, 2020",5
Cuba,CUB,"Mar 22, 2020",4
Cuba,CUB,"Mar 23, 2020",10
Cuba,CUB,"Mar 24, 2020",5
Cuba,CUB,"Mar 25, 2020",8
Cuba,CUB,"Mar 26, 2020",9
Cuba,CUB,"Mar 27, 2020",10
Cuba,CUB,"Mar 28, 2020",13
Cuba,CUB,"Mar 29, 2020",39
Cuba,CUB,"Mar 30, 2020",20
Cuba,CUB,"Mar 31, 2020",31
Cuba,CUB,"Apr 1, 2020",16
Cuba,CUB,"Apr 2, 2020",26
Cuba,CUB,"Apr 3, 2020",21
Cuba,CUB,"Apr 4, 2020",36
Cuba,CUB,"Apr 5, 2020",19
Cuba,CUB,"Apr 6, 2020",32
Cuba,CUB,"Apr 7, 2020",30
Cuba,CUB,"Apr 8, 2020",46
Cuba,CUB,"Apr 9, 2020",61
Cuba,CUB,"Apr 10, 2020",58
Cuba,CUB,"Apr 11, 2020",49
Cuba,CUB,"Apr 12, 2020",56
Cuba,CUB,"Apr 13, 2020",49
Cuba,CUB,"Apr 14, 2020",57
Cuba,CUB,"Apr 15, 2020",40
Cuba,CUB,"Apr 16, 2020",48
Cuba,CUB,"Apr 17, 2020",48
Cuba,CUB,"Apr 18, 2020",61
Cuba,CUB,"Apr 19, 2020",63
Cuba,CUB,"Apr 20, 2020",49
Cuba,CUB,"Apr 21, 2020",52
Cuba,CUB,"Apr 22, 2020",50
Cuba,CUB,"Apr 23, 2020",52
Cuba,CUB,"Apr 24, 2020",46
Cuba,CUB,"Apr 25, 2020",50
Cuba,CUB,"Apr 26, 2020",52
Cuba,CUB,"Apr 27, 2020",32
Cuba,CUB,"Apr 28, 2020",20
Curacao,CUW,"Mar 13, 2020",1
Curacao,CUW,"Mar 20, 2020",2
Curacao,CUW,"Mar 24, 2020",3
Curacao,CUW,"Mar 27, 2020",1
Curacao,CUW,"Mar 28, 2020",1
Curacao,CUW,"Mar 30, 2020",1
Curacao,CUW,"Apr 1, 2020",2
Curacao,CUW,"Apr 7, 2020",2
Curacao,CUW,"Apr 9, 2020",1
Curacao,CUW,"Apr 25, 2020",2
Cyprus,CYP,"Mar 10, 2020",2
Cyprus,CYP,"Mar 12, 2020",4
Cyprus,CYP,"Mar 14, 2020",8
Cyprus,CYP,"Mar 15, 2020",7
Cyprus,CYP,"Mar 16, 2020",9
Cyprus,CYP,"Mar 17, 2020",10
Cyprus,CYP,"Mar 19, 2020",18
Cyprus,CYP,"Mar 21, 2020",9
Cyprus,CYP,"Mar 22, 2020",17
Cyprus,CYP,"Mar 23, 2020",11
Cyprus,CYP,"Mar 24, 2020",21
Cyprus,CYP,"Mar 25, 2020",8
Cyprus,CYP,"Mar 26, 2020",8
Cyprus,CYP,"Mar 27, 2020",14
Cyprus,CYP,"Mar 28, 2020",16
Cyprus,CYP,"Mar 29, 2020",17
Cyprus,CYP,"Mar 30, 2020",35
Cyprus,CYP,"Mar 31, 2020",16
Cyprus,CYP,"Apr 1, 2020",32
Cyprus,CYP,"Apr 2, 2020",58
Cyprus,CYP,"Apr 3, 2020",36
Cyprus,CYP,"Apr 4, 2020",40
Cyprus,CYP,"Apr 5, 2020",30
Cyprus,CYP,"Apr 6, 2020",20
Cyprus,CYP,"Apr 7, 2020",19
Cyprus,CYP,"Apr 8, 2020",29
Cyprus,CYP,"Apr 9, 2020",32
Cyprus,CYP,"Apr 10, 2020",38
Cyprus,CYP,"Apr 11, 2020",31
Cyprus,CYP,"Apr 12, 2020",21
Cyprus,CYP,"Apr 13, 2020",17
Cyprus,CYP,"Apr 14, 2020",29
Cyprus,CYP,"Apr 15, 2020",33
Cyprus,CYP,"Apr 16, 2020",20
Cyprus,CYP,"Apr 17, 2020",20
Cyprus,CYP,"Apr 19, 2020",26
Cyprus,CYP,"Apr 20, 2020",6
Cyprus,CYP,"Apr 21, 2020",5
Cyprus,CYP,"Apr 22, 2020",12
Cyprus,CYP,"Apr 23, 2020",6
Cyprus,CYP,"Apr 24, 2020",5
Cyprus,CYP,"Apr 25, 2020",9
Cyprus,CYP,"Apr 26, 2020",6
Cyprus,CYP,"Apr 27, 2020",7
Cyprus,CYP,"Apr 28, 2020",5
Czech Republic,CZE,"Mar 2, 2020",3
Czech Republic,CZE,"Mar 3, 2020",2
Czech Republic,CZE,"Mar 5, 2020",3
Czech Republic,CZE,"Mar 6, 2020",4
Czech Republic,CZE,"Mar 7, 2020",7
Czech Republic,CZE,"Mar 8, 2020",7
Czech Republic,CZE,"Mar 9, 2020",6
Czech Republic,CZE,"Mar 10, 2020",8
Czech Republic,CZE,"Mar 11, 2020",23
Czech Republic,CZE,"Mar 12, 2020",31
Czech Republic,CZE,"Mar 13, 2020",22
Czech Republic,CZE,"Mar 14, 2020",34
Czech Republic,CZE,"Mar 15, 2020",64
Czech Republic,CZE,"Mar 16, 2020",84
Czech Republic,CZE,"Mar 17, 2020",46
Czech Republic,CZE,"Mar 18, 2020",90
Czech Republic,CZE,"Mar 19, 2020",88
Czech Republic,CZE,"Mar 20, 2020",172
Czech Republic,CZE,"Mar 21, 2020",210
Czech Republic,CZE,"Mar 22, 2020",91
Czech Republic,CZE,"Mar 23, 2020",170
Czech Republic,CZE,"Mar 24, 2020",71
Czech Republic,CZE,"Mar 25, 2020",158
Czech Republic,CZE,"Mar 26, 2020",260
Czech Republic,CZE,"Mar 27, 2020",408
Czech Republic,CZE,"Mar 28, 2020",217
Czech Republic,CZE,"Mar 29, 2020",384
Czech Republic,CZE,"Mar 30, 2020",166
Czech Republic,CZE,"Mar 31, 2020",173
Czech Republic,CZE,"Apr 1, 2020",306
Czech Republic,CZE,"Apr 2, 2020",281
Czech Republic,CZE,"Apr 3, 2020",269
Czech Republic,CZE,"Apr 4, 2020",332
Czech Republic,CZE,"Apr 5, 2020",282
Czech Republic,CZE,"Apr 6, 2020",115
Czech Republic,CZE,"Apr 7, 2020",235
Czech Republic,CZE,"Apr 8, 2020",195
Czech Republic,CZE,"Apr 9, 2020",295
Czech Republic,CZE,"Apr 10, 2020",257
Czech Republic,CZE,"Apr 11, 2020",163
Czech Republic,CZE,"Apr 12, 2020",170
Czech Republic,CZE,"Apr 13, 2020",89
Czech Republic,CZE,"Apr 14, 2020",68
Czech Republic,CZE,"Apr 15, 2020",82
Czech Republic,CZE,"Apr 16, 2020",162
Czech Republic,CZE,"Apr 17, 2020",130
Czech Republic,CZE,"Apr 18, 2020",116
Czech Republic,CZE,"Apr 19, 2020",105
Czech Republic,CZE,"Apr 20, 2020",133
Czech Republic,CZE,"Apr 21, 2020",127
Czech Republic,CZE,"Apr 22, 2020",127
Czech Republic,CZE,"Apr 23, 2020",95
Czech Republic,CZE,"Apr 24, 2020",52
Czech Republic,CZE,"Apr 25, 2020",85
Czech Republic,CZE,"Apr 26, 2020",79
Czech Republic,CZE,"Apr 27, 2020",52
Czech Republic,CZE,"Apr 28, 2020",45
Democratic Republic of Congo,COD,"Mar 11, 2020",1
Democratic Republic of Congo,COD,"Mar 14, 2020",1
Democratic Republic of Congo,COD,"Mar 17, 2020",1
Democratic Republic of Congo,COD,"Mar 19, 2020",11
Democratic Republic of Congo,COD,"Mar 22, 2020",9
Democratic Republic of Congo,COD,"Mar 23, 2020",3
Democratic Republic of Congo,COD,"Mar 25, 2020",19
Democratic Republic of Congo,COD,"Mar 27, 2020",9
Democratic Republic of Congo,COD,"Mar 28, 2020",4
Democratic Republic of Congo,COD,"Mar 30, 2020",23
Democratic Republic of Congo,COD,"Mar 31, 2020",17
Democratic Republic of Congo,COD,"Apr 2, 2020",25
Democratic Republic of Congo,COD,"Apr 4, 2020",11
Democratic Republic of Congo,COD,"Apr 5, 2020",20
Democratic Republic of Congo,COD,"Apr 7, 2020",7
Democratic Republic of Congo,COD,"Apr 8, 2020",19
Democratic Republic of Congo,COD,"Apr 9, 2020",3
Democratic Republic of Congo,COD,"Apr 10, 2020",32
Democratic Republic of Congo,COD,"Apr 11, 2020",8
Democratic Republic of Congo,COD,"Apr 12, 2020",11
Democratic Republic of Congo,COD,"Apr 14, 2020",1
Democratic Republic of Congo,COD,"Apr 15, 2020",19
Democratic Republic of Congo,COD,"Apr 16, 2020",13
Democratic Republic of Congo,COD,"Apr 17, 2020",20
Democratic Republic of Congo,COD,"Apr 18, 2020",20
Democratic Republic of Congo,COD,"Apr 19, 2020",20
Democratic Republic of Congo,COD,"Apr 20, 2020",5
Democratic Republic of Congo,COD,"Apr 21, 2020",18
Democratic Republic of Congo,COD,"Apr 22, 2020",9
Democratic Republic of Congo,COD,"Apr 23, 2020",18
Democratic Republic of Congo,COD,"Apr 24, 2020",17
Democratic Republic of Congo,COD,"Apr 25, 2020",22
Democratic Republic of Congo,COD,"Apr 26, 2020",26
Democratic Republic of Congo,COD,"Apr 27, 2020",17
Democratic Republic of Congo,COD,"Apr 28, 2020",12
Denmark,DNK,"Feb 27, 2020",1
Denmark,DNK,"Feb 29, 2020",1
Denmark,DNK,"Mar 1, 2020",1
Denmark,DNK,"Mar 2, 2020",1
Denmark,DNK,"Mar 3, 2020",1
Denmark,DNK,"Mar 4, 2020",3
Denmark,DNK,"Mar 5, 2020",2
Denmark,DNK,"Mar 6, 2020",10
Denmark,DNK,"Mar 7, 2020",3
Denmark,DNK,"Mar 8, 2020",8
Denmark,DNK,"Mar 9, 2020",7
Denmark,DNK,"Mar 10, 2020",75
Denmark,DNK,"Mar 11, 2020",151
Denmark,DNK,"Mar 12, 2020",252
Denmark,DNK,"Mar 13, 2020",160
Denmark,DNK,"Mar 14, 2020",128
Denmark,DNK,"Mar 15, 2020",23
Denmark,DNK,"Mar 16, 2020",48
Denmark,DNK,"Mar 17, 2020",57
Denmark,DNK,"Mar 18, 2020",92
Denmark,DNK,"Mar 19, 2020",91
Denmark,DNK,"Mar 20, 2020",36
Denmark,DNK,"Mar 21, 2020",104
Denmark,DNK,"Mar 22, 2020",71
Denmark,DNK,"Mar 23, 2020",69
Denmark,DNK,"Mar 24, 2020",65
Denmark,DNK,"Mar 25, 2020",131
Denmark,DNK,"Mar 26, 2020",133
Denmark,DNK,"Mar 27, 2020",153
Denmark,DNK,"Mar 28, 2020",169
Denmark,DNK,"Mar 29, 2020",155
Denmark,DNK,"Mar 30, 2020",194
Denmark,DNK,"Mar 31, 2020",182
Denmark,DNK,"Apr 1, 2020",283
Denmark,DNK,"Apr 2, 2020",247
Denmark,DNK,"Apr 3, 2020",279
Denmark,DNK,"Apr 4, 2020",371
Denmark,DNK,"Apr 5, 2020",320
Denmark,DNK,"Apr 6, 2020",292
Denmark,DNK,"Apr 7, 2020",312
Denmark,DNK,"Apr 8, 2020",390
Denmark,DNK,"Apr 9, 2020",331
Denmark,DNK,"Apr 10, 2020",233
Denmark,DNK,"Apr 11, 2020",184
Denmark,DNK,"Apr 12, 2020",177
Denmark,DNK,"Apr 13, 2020",178
Denmark,DNK,"Apr 14, 2020",144
Denmark,DNK,"Apr 15, 2020",193
Denmark,DNK,"Apr 16, 2020",170
Denmark,DNK,"Apr 17, 2020",198
Denmark,DNK,"Apr 18, 2020",194
Denmark,DNK,"Apr 19, 2020",169
Denmark,DNK,"Apr 20, 2020",142
Denmark,DNK,"Apr 21, 2020",131
Denmark,DNK,"Apr 22, 2020",180
Denmark,DNK,"Apr 23, 2020",217
Denmark,DNK,"Apr 24, 2020",161
Denmark,DNK,"Apr 25, 2020",137
Denmark,DNK,"Apr 26, 2020",235
Denmark,DNK,"Apr 27, 2020",130
Denmark,DNK,"Apr 28, 2020",123
Djibouti,DJI,"Mar 19, 2020",1
Djibouti,DJI,"Mar 24, 2020",2
Djibouti,DJI,"Mar 26, 2020",9
Djibouti,DJI,"Mar 28, 2020",1
Djibouti,DJI,"Mar 29, 2020",2
Djibouti,DJI,"Mar 30, 2020",4
Djibouti,DJI,"Mar 31, 2020",7
Djibouti,DJI,"Apr 1, 2020",5
Djibouti,DJI,"Apr 2, 2020",3
Djibouti,DJI,"Apr 3, 2020",7
Djibouti,DJI,"Apr 5, 2020",10
Djibouti,DJI,"Apr 6, 2020",8
Djibouti,DJI,"Apr 7, 2020",31
Djibouti,DJI,"Apr 8, 2020",31
Djibouti,DJI,"Apr 9, 2020",14
Djibouti,DJI,"Apr 10, 2020",5
Djibouti,DJI,"Apr 11, 2020",10
Djibouti,DJI,"Apr 12, 2020",37
Djibouti,DJI,"Apr 13, 2020",27
Djibouti,DJI,"Apr 14, 2020",84
Djibouti,DJI,"Apr 15, 2020",65
Djibouti,DJI,"Apr 16, 2020",72
Djibouti,DJI,"Apr 17, 2020",156
Djibouti,DJI,"Apr 18, 2020",141
Djibouti,DJI,"Apr 20, 2020",114
Djibouti,DJI,"Apr 22, 2020",99
Djibouti,DJI,"Apr 23, 2020",29
Djibouti,DJI,"Apr 24, 2020",12
Djibouti,DJI,"Apr 25, 2020",13
Djibouti,DJI,"Apr 26, 2020",9
Djibouti,DJI,"Apr 27, 2020",15
Djibouti,DJI,"Apr 28, 2020",12
Dominica,DMA,"Mar 23, 2020",1
Dominica,DMA,"Mar 25, 2020",1
Dominica,DMA,"Mar 26, 2020",5
Dominica,DMA,"Mar 27, 2020",4
Dominica,DMA,"Apr 2, 2020",1
Dominica,DMA,"Apr 4, 2020",2
Dominica,DMA,"Apr 7, 2020",1
Dominica,DMA,"Apr 10, 2020",1
Dominican Republic,DOM,"Mar 2, 2020",1
Dominican Republic,DOM,"Mar 7, 2020",1
Dominican Republic,DOM,"Mar 10, 2020",3
Dominican Republic,DOM,"Mar 14, 2020",6
Dominican Republic,DOM,"Mar 19, 2020",10
Dominican Republic,DOM,"Mar 21, 2020",13
Dominican Republic,DOM,"Mar 22, 2020",78
Dominican Republic,DOM,"Mar 23, 2020",90
Dominican Republic,DOM,"Mar 24, 2020",43
Dominican Republic,DOM,"Mar 25, 2020",67
Dominican Republic,DOM,"Mar 26, 2020",80
Dominican Republic,DOM,"Mar 27, 2020",96
Dominican Republic,DOM,"Mar 28, 2020",93
Dominican Republic,DOM,"Mar 29, 2020",138
Dominican Republic,DOM,"Mar 30, 2020",140
Dominican Republic,DOM,"Mar 31, 2020",42
Dominican Republic,DOM,"Apr 1, 2020",208
Dominican Republic,DOM,"Apr 2, 2020",175
Dominican Republic,DOM,"Apr 3, 2020",96
Dominican Republic,DOM,"Apr 4, 2020",108
Dominican Republic,DOM,"Apr 5, 2020",90
Dominican Republic,DOM,"Apr 6, 2020",167
Dominican Republic,DOM,"Apr 7, 2020",83
Dominican Republic,DOM,"Apr 8, 2020",128
Dominican Republic,DOM,"Apr 9, 2020",155
Dominican Republic,DOM,"Apr 10, 2020",238
Dominican Republic,DOM,"Apr 11, 2020",271
Dominican Republic,DOM,"Apr 12, 2020",139
Dominican Republic,DOM,"Apr 13, 2020",208
Dominican Republic,DOM,"Apr 14, 2020",200
Dominican Republic,DOM,"Apr 15, 2020",119
Dominican Republic,DOM,"Apr 16, 2020",328
Dominican Republic,DOM,"Apr 17, 2020",141
Dominican Republic,DOM,"Apr 18, 2020",371
Dominican Republic,DOM,"Apr 19, 2020",209
Dominican Republic,DOM,"Apr 20, 2020",345
Dominican Republic,DOM,"Apr 21, 2020",284
Dominican Republic,DOM,"Apr 22, 2020",80
Dominican Republic,DOM,"Apr 23, 2020",256
Dominican Republic,DOM,"Apr 24, 2020",243
Dominican Republic,DOM,"Apr 25, 2020",206
Dominican Republic,DOM,"Apr 26, 2020",177
Dominican Republic,DOM,"Apr 27, 2020",209
Ecuador,ECU,"Mar 1, 2020",1
Ecuador,ECU,"Mar 2, 2020",5
Ecuador,ECU,"Mar 3, 2020",1
Ecuador,ECU,"Mar 5, 2020",3
Ecuador,ECU,"Mar 6, 2020",3
Ecuador,ECU,"Mar 9, 2020",1
Ecuador,ECU,"Mar 10, 2020",1
Ecuador,ECU,"Mar 11, 2020",2
Ecuador,ECU,"Mar 14, 2020",6
Ecuador,ECU,"Mar 15, 2020",5
Ecuador,ECU,"Mar 16, 2020",9
Ecuador,ECU,"Mar 17, 2020",21
Ecuador,ECU,"Mar 18, 2020",53
Ecuador,ECU,"Mar 19, 2020",57
Ecuador,ECU,"Mar 20, 2020",31
Ecuador,ECU,"Mar 21, 2020",227
Ecuador,ECU,"Mar 22, 2020",106
Ecuador,ECU,"Mar 23, 2020",257
Ecuador,ECU,"Mar 24, 2020",192
Ecuador,ECU,"Mar 25, 2020",101
Ecuador,ECU,"Mar 26, 2020",129
Ecuador,ECU,"Mar 27, 2020",192
Ecuador,ECU,"Mar 28, 2020",224
Ecuador,ECU,"Mar 29, 2020",208
Ecuador,ECU,"Mar 30, 2020",55
Ecuador,ECU,"Mar 31, 2020",76
Ecuador,ECU,"Apr 1, 2020",336
Ecuador,ECU,"Apr 2, 2020",456
Ecuador,ECU,"Apr 3, 2020",405
Ecuador,ECU,"Apr 4, 2020",205
Ecuador,ECU,"Apr 5, 2020",97
Ecuador,ECU,"Apr 6, 2020",181
Ecuador,ECU,"Apr 7, 2020",101
Ecuador,ECU,"Apr 8, 2020",248
Ecuador,ECU,"Apr 9, 2020",455
Ecuador,ECU,"Apr 10, 2020",515
Ecuador,ECU,"Apr 11, 2020",2196
Ecuador,ECU,"Apr 12, 2020",96
Ecuador,ECU,"Apr 13, 2020",209
Ecuador,ECU,"Apr 14, 2020",63
Ecuador,ECU,"Apr 15, 2020",74
Ecuador,ECU,"Apr 16, 2020",255
Ecuador,ECU,"Apr 17, 2020",367
Ecuador,ECU,"Apr 18, 2020",225
Ecuador,ECU,"Apr 19, 2020",572
Ecuador,ECU,"Apr 20, 2020",446
Ecuador,ECU,"Apr 21, 2020",660
Ecuador,ECU,"Apr 22, 2020",270
Ecuador,ECU,"Apr 23, 2020",452
Ecuador,ECU,"Apr 24, 2020",333
Ecuador,ECU,"Apr 27, 2020",11536
Ecuador,ECU,"Apr 28, 2020",521
Egypt,EGY,"Feb 15, 2020",1
Egypt,EGY,"Mar 2, 2020",1
Egypt,EGY,"Mar 6, 2020",1
Egypt,EGY,"Mar 7, 2020",12
Egypt,EGY,"Mar 9, 2020",34
Egypt,EGY,"Mar 10, 2020",6
Egypt,EGY,"Mar 11, 2020",4
Egypt,EGY,"Mar 12, 2020",1
Egypt,EGY,"Mar 13, 2020",20
Egypt,EGY,"Mar 14, 2020",13
Egypt,EGY,"Mar 16, 2020",17
Egypt,EGY,"Mar 17, 2020",16
Egypt,EGY,"Mar 18, 2020",40
Egypt,EGY,"Mar 19, 2020",30
Egypt,EGY,"Mar 20, 2020",14
Egypt,EGY,"Mar 21, 2020",46
Egypt,EGY,"Mar 22, 2020",29
Egypt,EGY,"Mar 23, 2020",9
Egypt,EGY,"Mar 24, 2020",33
Egypt,EGY,"Mar 25, 2020",39
Egypt,EGY,"Mar 26, 2020",76
Egypt,EGY,"Mar 27, 2020",14
Egypt,EGY,"Mar 28, 2020",39
Egypt,EGY,"Mar 29, 2020",41
Egypt,EGY,"Mar 30, 2020",40
Egypt,EGY,"Mar 31, 2020",33
Egypt,EGY,"Apr 1, 2020",47
Egypt,EGY,"Apr 2, 2020",54
Egypt,EGY,"Apr 3, 2020",69
Egypt,EGY,"Apr 5, 2020",206
Egypt,EGY,"Apr 6, 2020",85
Egypt,EGY,"Apr 7, 2020",3
Egypt,EGY,"Apr 8, 2020",249
Egypt,EGY,"Apr 9, 2020",238
Egypt,EGY,"Apr 10, 2020",139
Egypt,EGY,"Apr 11, 2020",95
Egypt,EGY,"Apr 12, 2020",145
Egypt,EGY,"Apr 13, 2020",126
Egypt,EGY,"Apr 14, 2020",125
Egypt,EGY,"Apr 15, 2020",160
Egypt,EGY,"Apr 16, 2020",155
Egypt,EGY,"Apr 17, 2020",168
Egypt,EGY,"Apr 18, 2020",171
Egypt,EGY,"Apr 19, 2020",188
Egypt,EGY,"Apr 20, 2020",112
Egypt,EGY,"Apr 21, 2020",189
Egypt,EGY,"Apr 22, 2020",157
Egypt,EGY,"Apr 24, 2020",169
Egypt,EGY,"Apr 25, 2020",433
Egypt,EGY,"Apr 26, 2020",227
Egypt,EGY,"Apr 28, 2020",463
El Salvador,SLV,"Mar 19, 2020",1
El Salvador,SLV,"Mar 21, 2020",2
El Salvador,SLV,"Mar 24, 2020",2
El Salvador,SLV,"Mar 25, 2020",4
El Salvador,SLV,"Mar 26, 2020",4
El Salvador,SLV,"Mar 29, 2020",6
El Salvador,SLV,"Mar 30, 2020",11
El Salvador,SLV,"Mar 31, 2020",2
El Salvador,SLV,"Apr 2, 2020",9
El Salvador,SLV,"Apr 3, 2020",5
El Salvador,SLV,"Apr 4, 2020",10
El Salvador,SLV,"Apr 5, 2020",6
El Salvador,SLV,"Apr 6, 2020",7
El Salvador,SLV,"Apr 7, 2020",9
El Salvador,SLV,"Apr 9, 2020",25
El Salvador,SLV,"Apr 10, 2020",14
El Salvador,SLV,"Apr 11, 2020",1
El Salvador,SLV,"Apr 13, 2020",7
El Salvador,SLV,"Apr 14, 2020",24
El Salvador,SLV,"Apr 15, 2020",10
El Salvador,SLV,"Apr 17, 2020",5
El Salvador,SLV,"Apr 18, 2020",13
El Salvador,SLV,"Apr 19, 2020",13
El Salvador,SLV,"Apr 20, 2020",11
El Salvador,SLV,"Apr 21, 2020",17
El Salvador,SLV,"Apr 22, 2020",7
El Salvador,SLV,"Apr 23, 2020",12
El Salvador,SLV,"Apr 24, 2020",13
El Salvador,SLV,"Apr 25, 2020",11
El Salvador,SLV,"Apr 26, 2020",37
El Salvador,SLV,"Apr 28, 2020",25
Equatorial Guinea,GNQ,"Mar 15, 2020",1
Equatorial Guinea,GNQ,"Mar 19, 2020",2
Equatorial Guinea,GNQ,"Mar 20, 2020",1
Equatorial Guinea,GNQ,"Mar 22, 2020",2
Equatorial Guinea,GNQ,"Mar 24, 2020",3
Equatorial Guinea,GNQ,"Mar 26, 2020",2
Equatorial Guinea,GNQ,"Mar 27, 2020",1
Equatorial Guinea,GNQ,"Mar 28, 2020",1
Equatorial Guinea,GNQ,"Mar 30, 2020",1
Equatorial Guinea,GNQ,"Apr 1, 2020",1
Equatorial Guinea,GNQ,"Apr 4, 2020",1
Equatorial Guinea,GNQ,"Apr 9, 2020",2
Equatorial Guinea,GNQ,"Apr 13, 2020",3
Equatorial Guinea,GNQ,"Apr 15, 2020",20
Equatorial Guinea,GNQ,"Apr 16, 2020",10
Equatorial Guinea,GNQ,"Apr 18, 2020",28
Equatorial Guinea,GNQ,"Apr 23, 2020",4
Equatorial Guinea,GNQ,"Apr 24, 2020",1
Equatorial Guinea,GNQ,"Apr 25, 2020",128
Equatorial Guinea,GNQ,"Apr 26, 2020",2
Equatorial Guinea,GNQ,"Apr 27, 2020",44
Eritrea,ERI,"Mar 22, 2020",1
Eritrea,ERI,"Mar 26, 2020",3
Eritrea,ERI,"Mar 27, 2020",2
Eritrea,ERI,"Mar 30, 2020",6
Eritrea,ERI,"Apr 1, 2020",3
Eritrea,ERI,"Apr 2, 2020",3
Eritrea,ERI,"Apr 3, 2020",4
Eritrea,ERI,"Apr 5, 2020",7
Eritrea,ERI,"Apr 7, 2020",2
Eritrea,ERI,"Apr 9, 2020",2
Eritrea,ERI,"Apr 11, 2020",1
Eritrea,ERI,"Apr 15, 2020",1
Eritrea,ERI,"Apr 20, 2020",4
Estonia,EST,"Feb 28, 2020",1
Estonia,EST,"Mar 4, 2020",1
Estonia,EST,"Mar 6, 2020",3
Estonia,EST,"Mar 7, 2020",5
Estonia,EST,"Mar 11, 2020",3
Estonia,EST,"Mar 12, 2020",3
Estonia,EST,"Mar 13, 2020",11
Estonia,EST,"Mar 14, 2020",52
Estonia,EST,"Mar 15, 2020",36
Estonia,EST,"Mar 16, 2020",56
Estonia,EST,"Mar 17, 2020",34
Estonia,EST,"Mar 18, 2020",20
Estonia,EST,"Mar 19, 2020",33
Estonia,EST,"Mar 20, 2020",9
Estonia,EST,"Mar 21, 2020",16
Estonia,EST,"Mar 22, 2020",23
Estonia,EST,"Mar 23, 2020",20
Estonia,EST,"Mar 24, 2020",26
Estonia,EST,"Mar 25, 2020",17
Estonia,EST,"Mar 26, 2020",35
Estonia,EST,"Mar 27, 2020",134
Estonia,EST,"Mar 28, 2020",37
Estonia,EST,"Mar 29, 2020",65
Estonia,EST,"Mar 30, 2020",39
Estonia,EST,"Mar 31, 2020",36
Estonia,EST,"Apr 1, 2020",30
Estonia,EST,"Apr 2, 2020",34
Estonia,EST,"Apr 3, 2020",79
Estonia,EST,"Apr 4, 2020",103
Estonia,EST,"Apr 5, 2020",57
Estonia,EST,"Apr 6, 2020",79
Estonia,EST,"Apr 7, 2020",11
Estonia,EST,"Apr 8, 2020",41
Estonia,EST,"Apr 9, 2020",36
